material,nominal_size,nominal_od,nominal_id,nominal_thickness,epsilon,selector_label,selector_value 
Plastic (IPS) Pipe per ASTM D2241,30.0,30,28.493,0.732,0.000007,DR32.5 / 0.732 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,30.0,30,27.623,1.154,0.000007,DR26 / 1.154 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,30.0,30,27.057,1.429,0.000007,DR21 / 1.429 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,30.0,30,26.365,1.765,0.000007,DR17 / 1.765 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,30.0,30,25.422,2.222,0.000007,DR13.5 / 2.222 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,36.0,36,33.718,1.108,0.000007,DR32.5 / 1.108 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,36.0,36,34.191,0.878,0.000007,DR32.5 / 0.878 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,36.0,36,33.148,1.385,0.000007,DR26 / 1.385 / 160 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,36.0,36,32.469,1.714,0.000007,DR21 / 1.714 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,36.0,36,31.638,2.118,0.000007,DR17 / 2.118 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (IPS) Pipe per ASTM D2241,36.0,36,30.507,2.667,0.000007,DR13.5 / 2.667 / 315 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,4.0,4.8,4.44,0.175,0.000007,DR27.5 / 0.175 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,4.0,4.8,4.404,0.192,0.000007,DR25 / 0.192 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,4.0,4.8,4.329,0.229,0.000007,DR21 / 0.229 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,4.0,4.8,4.251,0.267,0.000007,DR18 / 0.267 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,4.0,4.8,4.218,0.282,0.000007,DR17 / 0.282 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,4.0,4.8,4.094,0.343,0.000007,DR14 / 0.343 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,6.0,6.9,6.383,0.251,0.000007,DR27.5 / 0.251 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,6.0,6.9,6.331,0.276,0.000007,DR25 / 0.276 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,6.0,6.9,6.223,0.329,0.000007,DR21 / 0.329 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,6.0,6.9,6.11,0.383,0.000007,DR18 / 0.383 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,6.0,6.9,6.064,0.406,0.000007,DR17 / 0.406 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,6.0,6.9,5.885,0.493,0.000007,DR14 / 0.493 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,8.0,9.05,8.372,0.329,0.000007,DR27.5 / 0.329 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,8.0,9.05,8.304,0.362,0.000007,DR25 / 0.362 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,8.0,9.05,8.162,0.431,0.000007,DR21 / 0.431 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,8.0,9.05,8.014,0.503,0.000007,DR18 / 0.503 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,8.0,9.05,7.953,0.532,0.000007,DR17 / 0.532 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,8.0,9.05,7.718,0.646,0.000007,DR14 / 0.646 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,10.0,11.1,10.269,0.404,0.000007,DR27.5 / 0.404 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,10.0,11.1,10.185,0.444,0.000007,DR25 / 0.444 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,10.0,11.1,10.011,0.529,0.000007,DR21 / 0.529 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,10.0,11.1,9.83,0.617,0.000007,DR18 / 0.617 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,10.0,11.1,9.755,0.653,0.000007,DR17 / 0.653 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,10.0,11.1,9.467,0.793,0.000007,DR14 / 0.793 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,12.0,13.2,12.211,0.48,0.000007,DR27.5 / 0.48 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,12.0,13.2,12.112,0.528,0.000007,DR25 / 0.528 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,12.0,13.2,11.905,0.629,0.000007,DR21 / 0.629 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,12.0,13.2,11.689,0.733,0.000007,DR18 / 0.733 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,12.0,13.2,11.6,0.776,0.000007,DR17 / 0.776 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,12.0,13.2,11.258,0.943,0.000007,DR14 / 0.943 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,14.0,15.3,14.531,0.373,0.000007,DR41 / 0.373 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,14.0,15.3,14.33,0.471,0.000007,DR32.5 / 0.471 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,14.0,15.3,14.154,0.556,0.000007,DR27.5 / 0.556 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,14.0,15.3,14.039,0.612,0.000007,DR25 / 0.612 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,14.0,15.3,13.799,0.729,0.000007,DR21 / 0.729 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,14.0,15.3,13.549,0.85,0.000007,DR18 / 0.85 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,14.0,15.3,13.446,0.9,0.000007,DR17 / 0.9 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,14.0,15.3,13.049,1.093,0.000007,DR14 / 1.093 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,16.0,17.4,16.526,0.424,0.000007,DR41 / 0.424 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,16.0,17.4,16.297,0.535,0.000007,DR32.5 / 0.535 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,16.0,17.4,16.097,0.633,0.000007,DR27.5 / 0.633 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,16.0,17.4,15.966,0.696,0.000007,DR25 / 0.696 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,16.0,17.4,15.693,0.829,0.000007,DR21 / 0.829 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,16.0,17.4,15.409,0.967,0.000007,DR18 / 0.967 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,16.0,17.4,15.292,1.024,0.000007,DR17 / 1.024 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,16.0,17.4,14.84,1.243,0.000007,DR14 / 1.243 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,18.0,19.5,18.712,0.382,0.000007,DR51  / 0.382 /  80 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,18.0,19.5,18.52,0.476,0.000007,DR41 / 0.476 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,18.0,19.5,18.264,0.6,0.000007,DR32.5 / 0.6 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,18.0,19.5,18.039,0.709,0.000007,DR27.5 / 0.709 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,18.0,19.5,17.893,0.78,0.000007,DR25 / 0.78 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,18.0,19.5,17.587,0.929,0.000007,DR21 / 0.929 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,18.0,19.5,17.268,1.083,0.000007,DR18 / 1.083 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,18.0,19.5,17.137,1.147,0.000007,DR17 / 1.147 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,18.0,19.5,16.631,1.393,0.000007,DR14 / 1.393 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,20.0,21.6,20.728,0.424,0.000007,DR51  / 0.424 /  80 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,20.0,21.6,20.515,0.527,0.000007,DR41 / 0.527 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,20.0,21.6,20.231,0.665,0.000007,DR32.5 / 0.665 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,20.0,21.6,19.982,0.785,0.000007,DR27.5 / 0.785 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,20.0,21.6,19.82,0.864,0.000007,DR25 / 0.864 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,20.0,21.6,19.481,1.029,0.000007,DR21 / 1.029 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,20.0,21.6,19.128,1.2,0.000007,DR18 / 1.2 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,20.0,21.6,18.983,1.271,0.000007,DR17 / 1.271 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,20.0,21.6,18.422,1.543,0.000007,DR14 / 1.543 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,24.0,25.8,24.758,0.506,0.000007,DR51  / 0.506 /  80 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,24.0,25.8,24.504,0.629,0.000007,DR41 / 0.629 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,24.0,25.8,24.165,0.794,0.000007,DR32.5 / 0.794 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,24.0,25.8,23.867,0.938,0.000007,DR27.5 / 0.938 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,24.0,25.8,23.674,1.032,0.000007,DR25 / 1.032 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,24.0,25.8,23.269,1.229,0.000007,DR21 / 1.229 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,24.0,25.8,22.847,1.433,0.000007,DR18 / 1.433 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,24.0,25.8,22.674,1.518,0.000007,DR17 / 1.518 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,24.0,25.8,22.004,1.843,0.000007,DR14 / 1.843 / 305 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,30.0,32,30.707,0.627,0.000007,DR51  / 0.627 /  80 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,30.0,32,30.392,0.78,0.000007,DR41 / 0.78 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,30.0,32,29.972,0.985,0.000007,DR32.5 / 0.985 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,30.0,32,29.603,1.164,0.000007,DR27.5 / 1.164 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,30.0,32,29.363,1.28,0.000007,DR25 / 1.28 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,30.0,32,28.861,1.524,0.000007,DR21 / 1.524 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,30.0,32,28.338,1.778,0.000007,DR18 / 1.778 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,30.0,32,28.122,1.882,0.000007,DR17 / 1.882 / 250 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,36.0,38.3,36.753,0.751,0.000007,DR51  / 0.751 /  80 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,36.0,38.3,36.376,0.934,0.000007,DR41 / 0.934 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,36.0,38.3,35.872,1.178,0.000007,DR32.5 / 1.178 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,36.0,38.3,35.431,1.393,0.000007,DR27.5 / 1.393 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,36.0,38.3,35.144,1.532,0.000007,DR25 / 1.532 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,36.0,38.3,34.543,1.824,0.000007,DR21 / 1.824 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,36.0,38.3,33.917,2.128,0.000007,DR18 / 2.128 / 235 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,42.0,44.5,42.703,0.873,0.000007,DR51  / 0.873 /  80 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,42.0,44.5,42.264,1.085,0.000007,DR41 / 1.085 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,42.0,44.5,41.679,1.369,0.000007,DR32.5 / 1.369 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,42.0,44.5,41.167,1.618,0.000007,DR27.5 / 1.618 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,42.0,44.5,40.833,1.78,0.000007,DR25 / 1.78 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,42.0,44.5,40.135,2.119,0.000007,DR21 / 2.119 / 200 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,48.0,50.8,48.748,0.996,0.000007,DR51  / 0.996 /  80 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,48.0,50.8,48.248,1.239,0.000007,DR41 / 1.239 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,48.0,50.8,47.58,1.563,0.000007,DR32.5 / 1.563 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,48.0,50.8,46.995,1.847,0.000007,DR27.5 / 1.847 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,48.0,50.8,46.614,2.032,0.000007,DR25 / 2.032 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,54.0,57.56,55.235,1.129,0.000007,DR51  / 1.129 /  80 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,54.0,57.56,54.668,1.404,0.000007,DR41 / 1.404 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,54.0,57.56,53.912,1.771,0.000007,DR32.5 / 1.771 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,54.0,57.56,53.248,2.093,0.000007,DR27.5 / 2.093 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,54.0,57.56,52.817,2.302,0.000007,DR25 / 2.302 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,60.0,61.61,59.121,1.208,0.000007,DR51  / 1.208 /  80 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,60.0,61.61,58.514,1.503,0.000007,DR41 / 1.503 / 100 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,60.0,61.61,57.705,1.896,0.000007,DR32.5 / 1.896 / 125 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,60.0,61.61,56.995,2.24,0.000007,DR27.5 / 2.24 / 150 psi,Identification / Minimum Thickness / Pressure Class
Plastic (COID) Pipe per AWWA C900,60.0,61.61,56.533,2.464,0.000007,DR25 / 2.464 / 165 psi,Identification / Minimum Thickness / Pressure Class
Plastic (Schedule) Pipe per ASTM D1785,0.5,0.84,0.615,0.109,0.000007,40 / 0.109,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,0.5,0.84,0.537,0.147,0.000007,80 / 0.147,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,0.75,1.05,0.817,0.113,0.000007,40 / 0.113,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,0.75,1.05,0.733,0.154,0.000007,80 / 0.154,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,1.0,1.315,1.041,0.133,0.000007,40 / 0.133,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,1.0,1.315,0.946,0.179,0.000007,80 / 0.179,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,1.25,1.66,1.372,0.14,0.000007,40 / 0.14,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,1.25,1.66,1.267,0.191,0.000007,80 / 0.191,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,1.5,1.9,1.601,0.145,0.000007,40 / 0.145,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,1.5,1.9,1.488,0.2,0.000007,80 / 0.2,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,2.0,2.375,2.058,0.154,0.000007,40 / 0.154,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,2.0,2.375,1.926,0.218,0.000007,80 / 0.218,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,2.5,2.875,2.457,0.203,0.000007,40 / 0.203,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,2.5,2.875,2.306,0.276,0.000007,80 / 0.276,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,3.0,3.5,3.055,0.216,0.000007,40 / 0.216,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,3.0,3.5,2.882,0.3,0.000007,80 / 0.3,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,3.5,4,3.534,0.226,0.000007,40 / 0.226,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,3.5,4,3.345,0.318,0.000007,80 / 0.318,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,4.0,4.5,4.012,0.237,0.000007,40 / 0.237,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,4.0,4.5,3.806,0.337,0.000007,80 / 0.337,Pipe Schedule / Minimum Thickness
Plastic (Schedule) Pipe per ASTM D1785,5.0,5.563,4.791,0.375,0.000007,40 / 0.375,Pipe Schedule / Minimum Thickness
